RA,Fase_Raw,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,INDE,Pedra,Cg,Cf,Ct,Num_Avaliacoes,IAA,IEG,IPS,IDA,IPV,IAN,Rec_Psicologia,Nota_Matematica,Nota_Portugues,Nota_Ingles,Indicado_Bolsa,Atingiu_Ponto_Virada,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV,Ano_Referencia,IPP,Escola,Status_Matricula,Status_Cadastro,Fase_Num
RA-342,4C,4C,Aluno-342,,16.0,Feminino,2021,Pública,6.757026587266667,Agata,,,,3.0,8.751,7.728174603333334,6.26,4.5,7.723333333,5.0,,6.5,7.0,0.0,,,Fase 5 (1° EM),-1,,,,2024,7.65625,EE Mario Francisco de Amorim,Cursando,Completo,4.0
RA-1576,4C,4C,Aluno-1576,,16.0,Feminino,2024,Pública,7.4636202380666665,Ametista,,,,3.0,8.334,9.523809523666666,5.635,6.666666666666667,8.44,5.0,,7.5,4.5,8.0,,,Fase 5 (1° EM),-1,,,,2024,6.40625,EE Loris Nassif Mattar Profa,Cursando,Completo,4.0
RA-187,4C,4C,Aluno-187,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.568424074066666,Topázio,,,,3.0,8.751,9.537037037,5.635,7.833333333333333,9.06,10.0,,7.5,7.0,9.0,,,Fase 4 (9° ano),0,,,,2024,8.4375,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-359,4C,4C,Aluno-359,,14.0,Feminino,2021,Pública,7.492006349133335,Ametista,,,,3.0,9.168,7.162698412666667,6.26,5.5,8.333333333,10.0,,4.0,4.5,8.0,,,Fase 3 (7° e 8° ano),1,,,,2024,7.5,EE Joaquim Mendes Feliz,Cursando,Completo,4.0
RA-1577,4C,4C,Aluno-1577,,16.0,Masculino,2024,Pública,6.305585581933334,Agata,,,,3.0,10.002,4.993386243333333,7.51,4.333333333333333,7.273333333,5.0,,4.0,7.0,2.0,,,Fase 5 (1° EM),-1,,,,2024,7.34375,EE Mario Francisco de Amorim,Cursando,Completo,4.0
RA-236,4F,4F,Aluno-236,,14.0,Feminino,2022,Pública,6.980833740133334,Agata,,,,5.0,9.168,7.890668700666666,6.26,4.5,6.362,10.0,,1.5,4.0,8.0,,,Fase 4 (9° ano),0,,,,2024,6.875,EE Loris Nassif Mattar Profa,Cursando,Completo,4.0
RA-249,4F,4F,Aluno-249,,16.0,Masculino,2021,Pública,6.125104328999999,Agata,,,,5.0,7.083,6.645021645,5.0,5.0,7.064,5.0,,1.0,8.0,6.0,,,Fase 6 (2° EM),-2,,,,2024,6.75,EE Paschoal Carlos Magno,Cursando,Completo,4.0
RA-239,4F,4F,Aluno-239,,17.0,Feminino,2021,Pública,6.782180868800001,Agata,,,,5.0,8.751,6.361737677333333,5.635,6.666666666666667,8.502,2.5,,4.0,10.0,6.0,,,Fase 7 (3° EM),-3,,,,2024,7.875,EE Paschoal Carlos Magno,Cursando,Completo,4.0
RA-382,4F,4F,Aluno-382,,16.0,Masculino,2021,Pública,5.805712280733333,Quartzo,,,,5.0,9.168,6.324561403666666,5.63,3.0,6.43,5.0,,2.0,3.0,4.0,,,Fase 5 (1° EM),-1,,,,2024,6.75,EE Alexandre Rodrigues Nogueira,Cursando,Completo,4.0
RA-383,4F,4F,Aluno-383,,13.0,Masculino,2021,Pública,8.036024386733335,Topázio,,,,5.0,9.168,8.600288600333334,7.51,5.833333333333333,8.47,10.0,,1.0,8.0,8.5,,,Fase 3 (7° e 8° ano),1,,,,2024,7.875,EE João Ortiz Rodrigues,Cursando,Completo,4.0
RA-1155,4F,4F,Aluno-1155,,15.0,Feminino,2023,Pública,7.119011111133333,Ametista,,,,5.0,8.334,8.888888889,5.005,4.666666666666667,8.87,5.0,,6.0,8.0,0.0,,,Fase 5 (1° EM),-1,,,,2024,8.0,EE Alexandre Rodrigues Nogueira,Cursando,Completo,4.0
RA-384,4F,4F,Aluno-384,,14.0,Feminino,2021,Pública,8.072200721466668,Topázio,,,,5.0,7.5,8.607503607333333,7.51,7.5,7.936,10.0,,5.0,9.5,8.0,,,Fase 4 (9° ano),0,,,,2024,7.625,EE João Ortiz Rodrigues,Cursando,Completo,4.0
RA-1156,4F,4F,Aluno-1156,,13.0,Feminino,2023,Pública,6.6777135642,Agata,,,,5.0,7.5,7.821067821,7.51,2.0,7.5,10.0,,6.0,0.0,0.0,,,Fase 3 (7° e 8° ano),1,,,,2024,7.125,EE João Ortiz Rodrigues,Cursando,Completo,4.0
RA-1578,4F,4F,Aluno-1578,,13.0,Feminino,2024,Pública,7.880605848,Ametista,,,,5.0,8.334,6.761695906666667,7.51,7.333333333333333,8.636,10.0,,6.0,6.0,10.0,,,Fase 3 (7° e 8° ano),1,,,,2024,7.5,EE Olivia de Faria Nogueira,Cursando,Completo,4.0
RA-388,4F,4F,Aluno-388,,16.0,Feminino,2021,Pública,5.965307936466667,Quartzo,,,,5.0,7.5,6.349206349,7.51,4.333333333333333,5.764,5.0,,1.0,7.0,5.0,,,Fase 5 (1° EM),-1,,,,2024,6.75,EE Joaquim Mendes Feliz,Cursando,Completo,4.0
RA-260,4F,4F,Aluno-260,,15.0,Feminino,2021,Pública,8.448920634933334,Topázio,,,,5.0,8.751,9.674603174666666,7.51,7.0,8.502,10.0,,7.5,5.5,8.0,,,Fase 4 (9° ano),0,,,,2024,7.875,EE João Ortiz Rodrigues,Cursando,Completo,4.0
RA-395,4F,4F,Aluno-395,,13.0,Feminino,2021,Pública,7.169905291000001,Ametista,,,,5.0,8.751,6.921693121666666,6.26,4.333333333333333,8.464,10.0,,2.5,5.5,5.0,,,Fase 3 (7° e 8° ano),1,,,,2024,7.25,EE Olivia de Faria Nogueira,Cursando,Completo,4.0
RA-262,4F,4F,Aluno-262,,17.0,Masculino,2021,Privada,5.806145462066667,Quartzo,,,,5.0,7.917,4.854560643666667,7.51,4.166666666666667,6.296,5.0,,1.0,4.5,7.0,,,Fase 6 (2° EM),-2,,,,2024,7.0,Colégio Nogueira e Sonho de Criança,Cursando,Completo,4.0
RA-1579,4F,4F,Aluno-1579,,16.0,Feminino,2022,Pública,7.894385710733333,Ametista,,,,5.0,8.751,9.090261886999999,5.635,7.166666666666667,9.272,5.0,,7.5,6.0,8.0,,,Fase 6 (2° EM),-2,,,,2024,8.5,EE Joaquim Mendes Feliz,Cursando,Completo,4.0
RA-1580,4F,4F,Aluno-1580,,16.0,Masculino,2024,Pública,7.790523996266667,Ametista,,,,5.0,8.751,9.049953314666666,7.51,6.166666666666667,9.168,5.0,,5.0,7.5,6.0,,,Fase 5 (1° EM),-1,,,,2024,7.875,EE Paschoal Carlos Magno,Cursando,Completo,4.0
RA-377,4F,4F,Aluno-377,,14.0,Feminino,2021,Pública,7.480115873000001,Ametista,,,,5.0,9.168,7.698412698333333,7.51,5.166666666666667,7.634,10.0,,4.0,6.5,5.0,,,Fase 4 (9° ano),0,,,,2024,7.125,EE João Ortiz Rodrigues,Cursando,Completo,4.0
RA-250,4H,4H,Aluno-250,,14.0,Feminino,2022,Privada - Programa de Apadrinhamento,9.049892592566668,Topázio,,,,3.0,9.168,9.629629629666667,6.88,9.166666666666666,8.95,10.0,,10.0,7.5,10.0,,,Fase 4 (9° ano),0,,,,2024,8.958333333,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-1581,4H,4H,Aluno-1581,,16.0,Masculino,2024,Pública,6.9787022855,Agata,,,,3.0,8.334,7.834844760666667,6.26,6.333333333333333,7.386666667,5.0,,7.0,4.5,7.5,,,Fase 5 (1° EM),-1,,,,2024,7.083333333,EE Olivia de Faria Nogueira,Cursando,Completo,4.0
RA-1582,4H,4H,Aluno-1582,,15.0,Masculino,2024,Pública,6.472788888966667,Agata,,,,3.0,8.334,8.069444444333334,6.255,4.5,6.666666667,5.0,,7.0,2.0,4.5,,,Fase 5 (1° EM),-1,,,,2024,6.666666667,EE Paschoal Carlos Magno,Cursando,Completo,4.0
RA-1583,4H,4H,Aluno-1583,,15.0,Feminino,2024,Pública,7.8197579711000005,Ametista,,,,3.0,7.917,7.753623188333333,6.26,8.166666666666666,9.006666667,5.0,,8.0,6.5,10.0,,,Fase 5 (1° EM),-1,,,,2024,9.166666667,EE Mario Francisco de Amorim,Cursando,Completo,4.0
RA-450,4L,4L,Aluno-450,,15.0,Masculino,2021,Pública,7.526188206666666,Ametista,,,,4.0,8.751,8.954191033333332,5.63,7.5,7.58,5.0,,8.0,8.5,6.0,,,Fase 5 (1° EM),-1,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-426,4L,4L,Aluno-426,,15.0,Feminino,2022,Pública,6.6430030186,Agata,,,,4.0,7.917,7.9050567596666665,4.38,4.833333333333333,8.0,5.0,,3.5,7.0,4.0,,,Fase 5 (1° EM),-1,,,,2024,7.65625,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1584,4L,4L,Aluno-1584,,15.0,Feminino,2024,Pública,7.429837830666667,Ametista,,,,4.0,8.334,9.153439153333332,7.51,5.5,8.1675,5.0,,6.0,5.5,5.0,,,Fase 5 (1° EM),-1,,,,2024,7.8125,Estuda em outra cidade,Cursando,Completo,4.0
RA-313,4L,4L,Aluno-313,,15.0,Feminino,2022,Pública,7.2528500000000005,Ametista,,,,4.0,8.751,9.666666666666666,5.63,4.833333333333333,8.1675,5.0,,1.0,8.0,5.5,,,Fase 5 (1° EM),-1,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-467,4L,4L,Aluno-467,,15.0,Feminino,2022,Pública,7.7298118421333335,Ametista,,,,4.0,7.917,9.140350877333333,5.01,6.833333333333333,7.54,10.0,,5.5,9.0,6.0,,,Fase 4 (9° ano),0,,,,2024,7.34375,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1585,4L,4L,Aluno-1585,,15.0,Feminino,2024,Pública,6.730367016866668,Agata,,,,4.0,10.002,6.775210084333334,7.51,4.0,7.7925,5.0,,5.0,3.0,4.0,,,Fase 5 (1° EM),-1,,,,2024,7.65625,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-432,4L,4L,Aluno-432,,16.0,Feminino,2021,Pública,7.167975,Ametista,,,,4.0,7.501,10.0,6.26,5.5,7.2875,5.0,,5.0,6.0,5.5,,,Fase 5 (1° EM),-1,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1586,4L,4L,Aluno-1586,,15.0,Feminino,2024,Pública,6.555764327466668,Agata,,,,4.0,10.002,6.128654970666666,5.01,5.666666666666667,7.54,5.0,,3.5,5.5,8.0,,,Fase 5 (1° EM),-1,,,,2024,6.875,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-470,4L,4L,Aluno-470,,15.0,Feminino,2021,Pública,6.981130848,Agata,,,,4.0,9.585,8.011695906666667,7.51,3.3333333333333335,6.4975,10.0,,3.5,4.0,2.5,,,Fase 4 (9° ano),0,,,,2024,7.03125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-417,4L,4L,Aluno-417,,14.0,Feminino,2022,Pública,8.533628557533333,Topázio,,,,4.0,8.334,8.401559454333333,7.51,8.833333333333334,8.2925,10.0,,9.0,10.0,7.5,,,Fase 4 (9° ano),0,,,,2024,8.4375,EE Neide Celestina de Oliveira Profa,Cursando,Completo,4.0
RA-407,4L,4L,Aluno-407,,15.0,Masculino,2022,Pública,7.0875128168,Ametista,,,,4.0,8.334,7.614522417333333,6.26,3.6666666666666665,7.875,10.0,,2.0,5.0,4.0,,,Fase 4 (9° ano),0,,,,2024,7.96875,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1587,4L,4L,Aluno-1587,,16.0,Feminino,2024,Pública,7.34055,Ametista,,,,4.0,9.168,10.0,7.51,3.75,8.2075,5.0,,7.5,0.0,,,,Fase 6 (2° EM),-2,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1588,4L,4L,Aluno-1588,,14.0,Feminino,2024,Pública,7.303823728133333,Ametista,,,,4.0,7.917,8.640618640666666,7.51,4.0,7.415,10.0,,3.5,4.5,,,,Fase 4 (9° ano),0,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-424,4L,4L,Aluno-424,,14.0,Feminino,2022,Pública,7.341187280733334,Ametista,,,,4.0,8.334,9.616228070333333,7.51,3.3333333333333335,7.1625,10.0,,2.0,6.0,2.0,,,Fase 4 (9° ano),0,,,,2024,7.34375,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Completo,4.0
RA-1193,4L,4L,Aluno-1193,,15.0,Feminino,2023,Pública,6.6304815790000005,Agata,,,,4.0,8.751,7.763157895,5.635,4.0,7.79,5.0,,3.0,6.0,3.0,,,Fase 5 (1° EM),-1,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-411,4M,4M,Aluno-411,,14.0,Feminino,2021,Privada,7.279762962966667,Ametista,,,,4.0,7.083,9.148148147999999,5.635,4.833333333333333,7.4125,10.0,,3.5,7.0,4.0,,,Fase 4 (9° ano),0,,,,2024,7.291666667,Rede Decisão - Unidade União,Cursando,Completo,4.0
RA-412,4M,4M,Aluno-412,,14.0,Feminino,2021,Pública,8.044378070166667,Topázio,,,,4.0,8.334,8.456140351,6.26,7.333333333333333,8.125,10.0,,8.0,6.0,8.0,,,Fase 4 (9° ano),0,,,,2024,8.020833333,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-428,4M,4M,Aluno-428,,14.0,Masculino,2022,Pública,7.534949122800001,Ametista,,,,4.0,9.168,8.898245614,5.635,5.0,7.625,10.0,,3.0,4.0,8.0,,,Fase 4 (9° ano),0,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-315,4M,4M,Aluno-315,,15.0,Feminino,2022,Pública,6.0768703704,Agata,,,,4.0,0.0,5.918518518666667,7.51,6.833333333333333,7.6275,5.0,,6.5,6.5,7.5,,,Fase 5 (1° EM),-1,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-442,4M,4M,Aluno-442,,13.0,Feminino,2022,Pública,6.905439215666667,Agata,,,,4.0,8.334,5.9151960783333335,5.635,5.0,7.8775,10.0,,4.5,7.0,3.5,,,Fase 3 (7° e 8° ano),1,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-301,4M,4M,Aluno-301,,15.0,Feminino,2021,Pública,8.410830701766667,Topázio,,,,4.0,9.168,7.4947368423333325,7.51,9.0,8.21,10.0,,10.0,9.0,8.0,,,Fase 4 (9° ano),0,,,,2024,8.020833333,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1163,4M,4M,Aluno-1163,,15.0,Masculino,2023,Pública,8.6794789474,Topázio,,,,4.0,8.334,9.824561403666666,7.51,7.833333333333333,8.755,10.0,,9.5,6.5,7.5,,,Fase 4 (9° ano),0,,,,2024,8.125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-402,4M,4M,Aluno-402,,14.0,Feminino,2021,Pública,5.683064814833333,Quartzo,,,,4.0,7.5,3.074074074,6.26,4.166666666666667,6.1175,10.0,,3.0,3.5,6.0,,,Fase 4 (9° ano),0,,,,2024,6.354166667,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1589,4M,4M,Aluno-1589,,15.0,Feminino,2024,Pública,5.260851851866667,Quartzo,,,,4.0,0.0,6.259259259333334,7.51,2.5,7.54,5.0,,3.0,2.0,,,,Fase 5 (1° EM),-1,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1162,4M,4M,Aluno-1162,,14.0,Feminino,2023,Pública,7.473167836266667,Ametista,,,,4.0,7.917,9.135672514666666,6.26,5.666666666666667,7.0375,10.0,,4.0,7.5,5.5,,,Fase 4 (9° ano),0,,,,2024,6.875,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-471,4M,4M,Aluno-471,,14.0,Feminino,2021,Pública,6.635847117766667,Agata,,,,4.0,0.0,7.027568922333333,7.51,5.5,8.0425,10.0,,4.0,5.5,7.0,,,Fase 4 (9° ano),0,,,,2024,7.708333333,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-416,4M,4M,Aluno-416,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.700808577033333,Topázio,,,,4.0,8.751,8.972709551666666,7.51,8.0,9.13,10.0,,8.0,7.5,8.5,,,Fase 3 (7° e 8° ano),1,,,,2024,8.541666667,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-303,4M,4M,Aluno-303,,16.0,Masculino,2021,Pública,6.2443426900666665,Agata,,,,4.0,8.751,3.9520467836666664,7.51,5.666666666666667,7.535,5.0,,5.0,5.0,7.0,,,Fase 6 (2° EM),-2,,,,2024,6.875,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-418,4M,4M,Aluno-418,,12.0,Feminino,2021,Privada - Programa de Apadrinhamento,9.125183333366667,Topázio,,,,4.0,8.751,10.0,7.51,9.333333333333334,9.0475,10.0,,9.5,8.5,10.0,,,Fase 3 (7° e 8° ano),1,,,,2024,8.229166667,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-419,4M,4M,Aluno-419,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.355707894766669,Topázio,,,,4.0,7.083,9.382456140666667,6.26,8.166666666666666,8.5475,10.0,,6.5,8.0,10.0,,,Fase 3 (7° e 8° ano),1,,,,2024,8.020833333,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-420,4M,4M,Aluno-420,,13.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.544228947400001,Ametista,,,,4.0,8.334,9.557894737,6.26,4.0,7.96,10.0,,3.0,4.5,4.5,,,Fase 3 (7° e 8° ano),1,,,,2024,7.8125,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-1166,4M,4M,Aluno-1166,,16.0,Feminino,2023,Pública,7.452799122766667,Ametista,,,,4.0,8.334,8.498245614,6.26,6.333333333333333,8.625,5.0,,5.0,7.0,7.0,,,Fase 5 (1° EM),-1,,,,2024,8.020833333,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-425,4M,4M,Aluno-425,,14.0,Masculino,2022,Pública,9.016616666700001,Topázio,,,,4.0,10.002,10.0,6.26,9.0,8.8375,10.0,,10.0,7.5,9.5,,,Fase 4 (9° ano),0,,,,2024,8.229166667,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1590,4N,4N,Aluno-1590,,15.0,Feminino,2024,Pública,8.1907875086,Topázio,,,,5.0,7.917,8.267770876333332,7.51,8.666666666666666,8.806,5.0,,8.5,8.0,9.5,,,Fase 5 (1° EM),-1,,,,2024,10.0,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1591,4N,4N,Aluno-1591,,16.0,Feminino,2024,Pública,6.1707952862,Agata,,,,5.0,7.083,6.430976431,7.51,3.5,7.064,5.0,,3.0,4.5,3.0,,,Fase 6 (2° EM),-2,,,,2024,8.125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-273,4N,4N,Aluno-273,,16.0,Feminino,2021,Pública,6.5991307798,Agata,,,,5.0,9.168,7.323153899,6.26,4.5,6.896,5.0,,3.0,6.5,4.0,,,Fase 5 (1° EM),-1,,,,2024,8.125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1592,4N,4N,Aluno-1592,,15.0,Feminino,2024,Pública,6.812545479666667,Agata,,,,5.0,7.917,6.854727398333334,7.51,5.5,7.432,5.0,,4.0,7.5,5.0,,,Fase 5 (1° EM),-1,,,,2024,8.125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-457,4N,4N,Aluno-457,,14.0,Feminino,2022,Pública,8.5892756038,Topázio,,,,5.0,8.334,8.743961352333335,7.51,8.666666666666666,7.77,10.0,,8.0,8.0,10.0,,,Fase 3 (7° e 8° ano),1,,,,2024,9.6875,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-305,4N,4N,Aluno-305,,16.0,Masculino,2021,Pública,6.693026811600001,Agata,,,,5.0,8.334,7.898550724666666,6.26,4.833333333333333,7.03,5.0,,3.0,3.0,8.5,,,Fase 5 (1° EM),-1,,,,2024,7.8125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-421,4N,4N,Aluno-421,,13.0,Masculino,2021,Pública,8.488232329,Topázio,,,,5.0,8.751,9.540744978333334,7.51,6.666666666666667,8.572,10.0,,5.0,6.0,9.0,,,Fase 3 (7° e 8° ano),1,,,,2024,9.0625,Estuda em outra cidade,Cursando,Completo,4.0
RA-1169,4N,4N,Aluno-1169,,15.0,Feminino,2023,Pública,6.885305555533334,Agata,,,,5.0,6.25,8.444444444333334,5.635,6.833333333333333,6.8,5.0,,6.0,6.5,8.0,,,Fase 5 (1° EM),-1,,,,2024,7.8125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1593,4N,4N,Aluno-1593,,15.0,Masculino,2024,Pública,6.638525017333334,Agata,,,,5.0,6.249,4.868875086666667,6.26,6.5,8.538,5.0,,9.0,6.5,4.0,,,Fase 5 (1° EM),-1,,,,2024,9.0625,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-1594,4N,4N,Aluno-1594,,16.0,Masculino,2024,Pública,5.731267287800001,Quartzo,,,,5.0,9.585,6.112836439,6.26,3.0,5.996,5.0,,1.0,4.0,4.0,,,Fase 6 (2° EM),-2,,,,2024,6.25,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-283,4N,4N,Aluno-283,,16.0,Masculino,2021,Pública,7.9444309524,Ametista,,,,5.0,8.751,9.761904762,6.885,8.0,7.736,5.0,,6.5,8.0,9.5,,,Fase 6 (2° EM),-2,,,,2024,7.8125,EE Maria André Schunck Dona,Cursando,Completo,4.0
RA-459,4N,4N,Aluno-459,,14.0,Masculino,2021,Pública,7.233804589400001,Ametista,,,,5.0,7.917,8.454106280333333,5.635,4.666666666666667,7.366,10.0,,0.0,6.0,8.0,,,Fase 4 (9° ano),0,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-454,4R,4R,Aluno-454,,17.0,Masculino,2021,Pública,5.8522943469666675,Quartzo,,,,6.0,9.585,6.633138401666667,6.255,3.6666666666666665,5.833333333,5.0,,3.0,2.0,6.0,,,Fase 6 (2° EM),-2,,,,2024,5.416666667,EE Paschoal Carlos Magno,Cursando,Completo,4.0
RA-1595,4R,4R,Aluno-1595,,14.0,Masculino,2024,Pública,6.6599304233000005,Agata,,,,6.0,8.334,7.949735449666666,6.26,2.3333333333333335,7.021666667,10.0,,3.0,0.0,4.0,,,Fase 4 (9° ano),0,,,,2024,7.395833333,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Completo,4.0
RA-1596,4R,4R,Aluno-1596,,17.0,Feminino,2024,Pública,7.261016666766667,Ametista,,,,6.0,8.751,10.0,7.51,3.3333333333333335,8.226666667,5.0,,5.0,0.0,5.0,,,Fase 6 (2° EM),-2,,,,2024,8.229166667,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-170,4R,4R,Aluno-170,,16.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.646383333300001,Ametista,,,,6.0,9.168,8.5,5.635,8.0,8.028333333,5.0,,10.0,6.5,7.5,,,Fase 5 (1° EM),-1,,,,2024,7.604166667,Colégio Arco Íris Evolução,Cursando,Completo,4.0
RA-1597,4R,4R,Aluno-1597,,16.0,Feminino,2024,Pública,6.7187063492,Agata,,,,6.0,7.5,8.412698412666666,7.51,2.8333333333333335,8.28,5.0,,2.0,0.0,6.5,,,Fase 5 (1° EM),-1,,,,2024,8.125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-1171,4R,4R,Aluno-1171,,15.0,Masculino,2023,Pública,7.6236817459,Ametista,,,,6.0,8.334,7.230158729999999,7.51,7.5,8.643333333,5.0,,5.0,9.5,8.0,,,Fase 5 (1° EM),-1,,,,2024,8.645833333,EE Donizetti Aparecido Leite Professor,Cursando,Completo,4.0
RA-116,5A,5A,Aluno-116,,18.0,Feminino,2021,Pública,6.337470707133334,Agata,,,,5.0,8.334,7.535353535666666,5.635,4.5,6.73,5.0,,6.5,2.0,5.0,,,Fase 7 (3° EM),-2,,,,2024,6.875,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-217,5A,5A,Aluno-217,,17.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.4209164502,Ametista,,,,5.0,8.334,8.917748917666666,6.26,7.833333333333333,6.994,5.0,,9.0,7.0,7.5,,,Fase 6 (2° EM),-1,,,,2024,7.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-103,5A,5A,Aluno-103,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.775268254,Topázio,,,,5.0,8.334,9.603174603333335,6.26,9.166666666666666,8.872,10.0,,9.0,9.0,9.5,,,Fase 5 (1° EM),0,,,,2024,7.875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-178,5A,5A,Aluno-178,,16.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.234168831200001,Ametista,,,,5.0,9.585,8.739177489333334,6.26,4.166666666666667,6.53,10.0,,2.5,2.5,7.5,,,Fase 5 (1° EM),0,,,,2024,7.625,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1172,5A,5A,Aluno-1172,,17.0,Feminino,2023,Pública,5.719565079333334,Quartzo,,,,5.0,7.5,6.0634920633333325,6.26,3.3333333333333335,6.196,5.0,,0.0,5.0,5.0,,,Fase 6 (2° EM),-1,,,,2024,7.25,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-180,5A,5A,Aluno-180,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.801463636333335,Topázio,,,,5.0,9.168,9.431818181666666,7.51,8.5,8.674,10.0,,9.0,8.5,8.0,,,Fase 3 (7° e 8° ano),2,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-181,5A,5A,Aluno-181,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.439841414133334,Ametista,,,,5.0,7.5,8.737373737333334,6.26,4.333333333333333,8.436,10.0,,0.0,7.5,5.5,,,Fase 5 (1° EM),0,,,,2024,7.625,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-121,5A,5A,Aluno-121,,17.0,Feminino,2021,Pública,7.476158297266668,Ametista,,,,5.0,8.751,8.152958153,6.26,8.833333333333334,6.764,5.0,,7.5,9.0,10.0,,,Fase 7 (3° EM),-2,,,,2024,7.25,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-211,5A,5A,Aluno-211,,15.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.283601875933334,Topázio,,,,5.0,9.585,9.379509379666667,7.51,7.0,7.866,10.0,,5.5,6.5,9.0,,,Fase 5 (1° EM),0,,,,2024,7.25,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1198,5A,5A,Aluno-1198,,17.0,Feminino,2023,Pública,6.9217748918,Agata,,,,5.0,8.751,9.458874459,7.51,3.5,7.332,5.0,,0.0,1.0,9.5,,,Fase 6 (2° EM),-1,,,,2024,7.375,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-110,5A,5A,Aluno-110,,16.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.6324939394,Topázio,,,,5.0,9.168,9.696969697,6.255,8.5,8.504,10.0,,10.0,7.0,8.5,,,Fase 5 (1° EM),0,,,,2024,7.5,Colégio Arco Íris Evolução,Cursando,Completo,5.0
