RA,Fase_Raw,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,INDE,Pedra,Cg,Cf,Ct,Num_Avaliacoes,IAA,IEG,IPS,IDA,IPV,IAN,Rec_Psicologia,Nota_Matematica,Nota_Portugues,Nota_Ingles,Indicado_Bolsa,Atingiu_Ponto_Virada,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV,Ano_Referencia,IPP,Escola,Status_Matricula,Status_Cadastro,Fase_Num
RA-189,5A,5A,Aluno-189,,15.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.586533333333334,Topázio,,,,5.0,10.002,10.0,6.255,8.166666666666666,8.2,10.0,,7.0,7.5,10.0,,,Fase 5 (1° EM),0,,,,2024,6.875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-127,5A,5A,Aluno-127,,16.0,Feminino,2022,Privada - Programa de Apadrinhamento,8.5605939394,Topázio,,,,5.0,8.751,9.488636363666666,7.51,7.833333333333333,8.538,10.0,,10.0,3.5,10.0,,,Fase 5 (1° EM),0,,,,2024,7.625,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-115,5A,5A,Aluno-115,,17.0,Feminino,2021,Pública,5.404184695733334,Quartzo,,,,5.0,7.917,4.164756812,6.26,4.166666666666667,5.726,5.0,,6.5,4.5,1.5,,,Fase 7 (3° EM),-2,,,,2024,6.75,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-215,5B,5B,Aluno-215,,15.0,Feminino,2021,Pública,7.045258874400002,Ametista,,,,5.0,7.084,6.455627705333334,6.26,5.666666666666667,7.432,10.0,,5.0,2.0,10.0,,,Fase 5 (1° EM),0,,,,2024,8.0,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1598,5B,5B,Aluno-1598,,15.0,Feminino,2024,Pública,8.4656285714,Topázio,,,,5.0,9.585,8.857142857,7.51,7.5,8.236,10.0,,7.5,7.5,,,,Fase 5 (1° EM),0,,,,2024,8.375,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1174,5B,5B,Aluno-1174,,16.0,Feminino,2023,Pública,7.374213419866667,Ametista,,,,5.0,8.751,8.349567099333333,6.26,5.0,7.266,10.0,,5.0,3.0,7.0,,,Fase 5 (1° EM),0,,,,2024,7.5,EE Olivia de Faria Nogueira,Cursando,Completo,5.0
RA-192,5B,5B,Aluno-192,,17.0,Masculino,2021,Privada,6.882960606066668,Agata,,,,5.0,8.334,6.363636363666667,7.51,7.166666666666667,6.9,5.0,,4.0,7.5,10.0,,,Fase 7 (3° EM),-2,,,,2024,7.125,Rede Decisão - Unidade União,Cursando,Completo,5.0
RA-220,5B,5B,Aluno-220,,15.0,Feminino,2022,Pública,7.6987770562666675,Ametista,,,,5.0,8.751,8.198051948,6.26,6.833333333333333,7.332,10.0,,8.0,3.5,9.0,,,Fase 5 (1° EM),0,,,,2024,7.25,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-186,5B,5B,Aluno-186,,15.0,Feminino,2021,Privada,8.325963636333334,Topázio,,,,5.0,7.917,9.640151515,6.26,7.166666666666667,8.672,10.0,,6.0,7.0,8.5,,,Fase 4 (9° ano),1,,,,2024,8.125,Colégio Nogueira e Sonho de Criança,Cursando,Completo,5.0
RA-1181,5B,5B,Aluno-1181,,15.0,Feminino,2023,Pública,6.2015816738666665,Agata,,,,5.0,9.168,5.036075036,6.26,3.8333333333333335,5.862,10.0,,1.0,1.0,9.5,,,Fase 5 (1° EM),0,,,,2024,7.125,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1599,5B,5B,Aluno-1599,,17.0,Feminino,2024,Pública,7.6059333333333345,Ametista,,,,5.0,8.334,9.666666666666666,7.51,6.5,7.566,5.0,,7.0,6.0,,,,Fase 7 (3° EM),-2,,,,2024,7.75,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-111,5B,5B,Aluno-111,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.667693939400001,Topázio,,,,5.0,9.168,9.488636363666666,6.26,8.333333333333334,8.74,10.0,,8.0,7.0,10.0,,,Fase 5 (1° EM),0,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1600,5B,5B,Aluno-1600,,17.0,Feminino,2024,Pública,6.750618518533334,Agata,,,,5.0,8.751,8.425925926,6.26,5.666666666666667,6.03,5.0,,5.0,2.0,10.0,,,Fase 7 (3° EM),-2,,,,2024,7.25,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1601,5C,5C,Aluno-1601,,17.0,Feminino,2024,Pública,7.2431,Ametista,,,,4.0,8.751,7.0,7.51,6.5,8.335,5.0,,5.0,5.0,9.5,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-176,5C,5C,Aluno-176,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.828632575733334,Topázio,,,,4.0,9.585,9.545454545333333,6.26,8.833333333333334,8.545,10.0,,9.0,8.0,9.5,,,Fase 4 (9° ano),1,,,,2024,8.59375,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1602,5C,5C,Aluno-1602,,15.0,Feminino,2024,Pública,8.041889814800001,Topázio,,,,4.0,7.917,8.782407407333332,7.51,7.166666666666667,7.875,10.0,,9.5,2.0,10.0,,,Fase 5 (1° EM),0,,,,2024,7.34375,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-1603,5C,5C,Aluno-1603,,16.0,Feminino,2024,Pública,7.836518518466668,Ametista,,,,4.0,7.5,9.259259258999998,7.51,8.333333333333334,7.835,5.0,,8.5,7.0,9.5,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Olivia de Faria Nogueira,Cursando,Completo,5.0
RA-1604,5C,5C,Aluno-1604,,16.0,Masculino,2024,Pública,8.0118555556,Topázio,,,,4.0,9.168,7.777777778,7.51,8.5,8.88,5.0,,10.0,5.5,10.0,,,Fase 6 (2° EM),-1,,,,2024,8.125,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-193,5C,5C,Aluno-193,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.465046969666668,Topázio,,,,4.0,8.751,9.848484848333333,6.26,7.0,8.7525,10.0,,6.5,4.5,10.0,,,Fase 4 (9° ano),1,,,,2024,8.4375,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-195,5C,5C,Aluno-195,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.4690496032,Topázio,,,,4.0,7.5,9.682539682666667,6.26,7.833333333333333,8.965,10.0,,9.0,6.5,8.0,,,Fase 4 (9° ano),1,,,,2024,7.96875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-196,5C,5C,Aluno-196,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.823550937933334,Topázio,,,,4.0,8.751,9.689754689666666,7.51,8.0,8.9225,10.0,,8.0,7.0,9.0,,,Fase 4 (9° ano),1,,,,2024,8.75,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-197,5C,5C,Aluno-197,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.568238636333334,Topázio,,,,4.0,7.5,9.848484848333333,6.26,8.333333333333334,8.795,10.0,,7.0,8.0,10.0,,,Fase 5 (1° EM),0,,,,2024,7.96875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-229,5C,5C,Aluno-229,,14.0,Masculino,2022,Privada - Programa de Apadrinhamento,8.852545634933334,Topázio,,,,4.0,9.585,9.841269841333334,5.635,8.833333333333334,8.8375,10.0,,9.5,7.0,10.0,,,Fase 4 (9° ano),1,,,,2024,8.28125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-202,5C,5C,Aluno-202,,16.0,Feminino,2021,Pública,7.3512154762,Ametista,,,,4.0,8.334,7.880952381,6.26,7.5,7.75,5.0,,8.5,6.0,8.0,,,Fase 6 (2° EM),-1,,,,2024,7.65625,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-1176,5C,5C,Aluno-1176,,14.0,Masculino,2023,Privada - Programa de Apadrinhamento,8.914816269866666,Topázio,,,,4.0,8.751,9.682539682666667,6.26,9.166666666666666,8.9225,10.0,,10.0,8.0,9.5,,,Fase 4 (9° ano),1,,,,2024,8.59375,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1177,5C,5C,Aluno-1177,,15.0,Feminino,2023,Pública,8.3233039474,Topázio,,,,4.0,8.751,9.824561403666666,6.26,7.333333333333333,8.125,10.0,,9.5,5.5,7.0,,,Fase 5 (1° EM),0,,,,2024,7.65625,EE Mario Francisco de Amorim,Cursando,Completo,5.0
RA-146,5D,5D,Aluno-146,,17.0,Feminino,2022,Pública,8.134554885333333,Topázio,,,,5.0,8.751,9.514316093333333,5.635,9.333333333333334,8.304,5.0,,9.0,9.0,10.0,,,Fase 7 (3° EM),-2,,,,2024,7.65625,EE Mario Francisco de Amorim,Cursando,Completo,5.0
RA-1199,5D,5D,Aluno-1199,,18.0,Masculino,2023,Concluiu o 3º EM,7.614235714266666,Ametista,,,,5.0,7.5,8.571428571333334,5.005,9.0,8.466,5.0,,10.0,7.0,10.0,,,Fase 7 (3° EM),-2,,,,2024,6.5625,Concluiu o 3º EM,Cursando,Completo,5.0
RA-1178,5D,5D,Aluno-1178,,17.0,Masculino,2023,Pública,8.0934746032,Topázio,,,,5.0,8.751,9.682539682666667,6.26,8.333333333333334,8.696,5.0,,9.0,8.0,8.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Mario Francisco de Amorim,Cursando,Completo,5.0
RA-149,5D,5D,Aluno-149,,17.0,Feminino,2022,Pública,5.7316173854,Quartzo,,,,5.0,9.585,4.104378593666667,6.26,3.8333333333333335,6.626,5.0,,0.0,6.5,5.0,,,Fase 7 (3° EM),-2,,,,2024,7.34375,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-1605,5D,5D,Aluno-1605,,16.0,Masculino,2024,Pública,4.920488888866667,Quartzo,,,,5.0,0.0,5.0694444443333335,7.51,2.5,7.028,5.0,,0.0,7.5,0.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-107,5D,5D,Aluno-107,,16.0,Feminino,2021,Pública,6.676130827066667,Agata,,,,5.0,7.5,7.9949874686666655,7.51,4.666666666666667,6.964,5.0,,0.0,4.5,9.5,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Mario Francisco de Amorim,Cursando,Completo,5.0
RA-184,5D,5D,Aluno-184,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.471456704266666,Topázio,,,,5.0,8.751,8.696741854666667,6.26,8.166666666666666,9.004,10.0,,9.5,5.0,10.0,,,Fase 4 (9° ano),1,,,,2024,7.96875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1606,5D,5D,Aluno-1606,,17.0,Feminino,2024,Pública,5.8216796296,Quartzo,,,,5.0,8.334,5.148148148,7.51,2.5,7.132,5.0,,7.5,0.0,0.0,,,Fase 7 (3° EM),-2,,,,2024,7.8125,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1607,5D,5D,Aluno-1607,,16.0,Masculino,2024,Pública,4.899894444466667,Quartzo,,,,5.0,5.833,6.222222222333333,5.635,0.0,6.762,5.0,,,0.0,0.0,,,Fase 6 (2° EM),-1,,,,2024,6.5625,EE Olivia de Faria Nogueira,Cursando,Completo,5.0
RA-1608,5D,5D,Aluno-1608,,15.0,Masculino,2024,Pública,7.072539814866667,Ametista,,,,5.0,8.751,7.199074074333335,7.51,5.0,6.83,10.0,,8.5,3.5,3.0,,,Fase 5 (1° EM),0,,,,2024,6.40625,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1173,5D,5D,Aluno-1173,,15.0,Masculino,2023,Pública,8.220132915666667,Topázio,,,,5.0,9.168,9.665831245,7.51,5.833333333333333,8.2,10.0,,6.0,7.5,4.0,,,Fase 5 (1° EM),0,,,,2024,8.125,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-237,5F,5F,Aluno-237,,16.0,Feminino,2022,Privada - Programa de Apadrinhamento,7.931384271366667,Ametista,,,,3.0,8.751,9.689754689666666,6.26,7.666666666666667,8.336666667,5.0,,6.0,7.0,10.0,,,Fase 6 (2° EM),-1,,,,2024,7.916666667,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-147,5F,5F,Aluno-147,,16.0,Feminino,2022,Pública,7.400477922133334,Ametista,,,,3.0,8.334,9.277056277,7.51,6.166666666666667,7.386666667,5.0,,6.0,2.5,10.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-131,5F,5F,Aluno-131,,17.0,Feminino,2021,Pública,7.263155555633333,Ametista,,,,3.0,8.751,9.444444444666667,7.51,5.0,7.386666667,5.0,,4.0,5.0,6.0,,,Fase 7 (3° EM),-2,,,,2024,7.708333333,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1609,5F,5F,Aluno-1609,,17.0,Feminino,2024,Pública,7.577233333233334,Ametista,,,,3.0,8.334,9.666666666666666,7.51,6.0,7.943333333,5.0,,6.0,4.0,8.0,,,Fase 7 (3° EM),-2,,,,2024,7.708333333,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-137,5F,5F,Aluno-137,,18.0,Feminino,2021,Concluiu o 3º EM,6.576761183366667,Agata,,,,3.0,9.585,7.582972583,5.005,6.833333333333333,6.276666667,5.0,,2.0,8.5,10.0,,,Fase 7 (3° EM),-2,,,,2024,4.791666667,Concluiu o 3º EM,Cursando,Completo,5.0
RA-1184,5F,5F,Aluno-1184,,17.0,Masculino,2023,Pública,7.411701731566668,Ametista,,,,3.0,6.666,8.658008657666668,7.51,7.666666666666667,7.5,5.0,,6.0,7.0,10.0,,,Fase 6 (2° EM),-1,,,,2024,7.291666667,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-138,5F,5F,Aluno-138,,17.0,Masculino,2021,Pública,7.3860274169,Ametista,,,,3.0,9.585,8.751803751666666,7.51,5.833333333333333,7.443333333,5.0,,7.5,5.0,5.0,,,Fase 7 (3° EM),-2,,,,2024,7.708333333,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1610,5F,5F,Aluno-1610,,17.0,Masculino,2024,Pública,6.7023729275666675,Agata,,,,3.0,9.168,7.753697970666667,7.51,5.166666666666667,6.106666667,5.0,,4.0,2.0,9.5,,,Fase 7 (3° EM),-2,,,,2024,7.291666667,EE Paschoal Carlos Magno,Cursando,Completo,5.0
RA-1611,5F,5F,Aluno-1611,,17.0,Masculino,2024,Pública,6.4589186218000005,Agata,,,,3.0,7.083,8.361426442,7.51,4.5,5.886666667,5.0,,2.0,2.5,9.0,,,Fase 7 (3° EM),-2,,,,2024,7.5,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-1612,5F,5F,Aluno-1612,,18.0,Masculino,2024,Pública,7.014528571366666,Ametista,,,,3.0,6.666,8.523809523666666,7.51,6.166666666666667,6.94,5.0,,5.0,6.5,7.0,,,Fase 7 (3° EM),-2,,,,2024,7.708333333,EE Joaquim Mendes Feliz,Cursando,Completo,5.0
RA-1188,5G,5G,Aluno-1188,,16.0,Feminino,2023,Pública,7.801633333400001,Ametista,,,,3.0,9.168,10.0,7.51,7.0,7.106666667,5.0,,7.0,6.0,8.0,,,Fase 6 (2° EM),-1,,,,2024,8.125,EE Olivia de Faria Nogueira,Cursando,Completo,5.0
RA-1613,5G,5G,Aluno-1613,,17.0,Feminino,2024,Pública,6.085471428700001,Agata,,,,3.0,8.334,7.1428571430000005,7.51,3.0,6.216666667,5.0,,0.0,1.0,8.0,,,Fase 7 (3° EM),-2,,,,2024,7.291666667,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-244,5G,5G,Aluno-244,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.7225,Topázio,,,,3.0,7.5,10.0,6.26,9.5,8.17,10.0,,10.0,9.0,9.5,,,Fase 4 (9° ano),1,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-267,5G,5G,Aluno-267,,17.0,Feminino,2021,Pública,5.8963067819666675,Quartzo,,,,3.0,10.002,8.285533910333333,6.26,2.0,6.273333333,5.0,,0.0,2.0,4.0,,,Fase 7 (3° EM),-2,,,,2024,4.583333333,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-1189,5G,5G,Aluno-1189,,16.0,Feminino,2023,Pública,7.6486387164,Ametista,,,,3.0,9.585,8.672360248333332,7.51,7.666666666666667,7.106666667,5.0,,7.0,7.0,9.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Olivia de Faria Nogueira,Cursando,Completo,5.0
RA-113,5G,5G,Aluno-113,,16.0,Feminino,2021,Pública,7.043536903066667,Ametista,,,,3.0,8.751,7.063851181666667,7.51,6.666666666666667,7.106666667,5.0,,7.0,6.0,7.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-152,5L,5L,Aluno-152,,17.0,Feminino,2022,Pública,6.5837938596,Agata,,,,3.0,7.5,7.337719298333333,5.63,5.166666666666667,7.443333333,5.0,,0.0,7.5,8.0,,,Fase 7 (3° EM),-2,,,,2024,7.8125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-318,5L,5L,Aluno-318,,16.0,Feminino,2021,Pública,7.025000925866668,Ametista,,,,3.0,7.917,9.129629629666667,7.51,4.666666666666667,7.443333333,5.0,,2.0,6.0,6.0,,,Fase 6 (2° EM),-1,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-274,5L,5L,Aluno-274,,13.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.651029629666667,Topázio,,,,3.0,8.334,9.648148147999999,5.635,9.333333333333334,8.226666667,10.0,,9.0,9.0,10.0,,,Fase 3 (7° e 8° ano),2,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-319,5L,5L,Aluno-319,,15.0,Masculino,2022,Pública,7.948699561466667,Ametista,,,,3.0,9.585,9.024122807,7.51,5.833333333333333,7.666666667,10.0,,4.0,5.0,8.5,,,Fase 5 (1° EM),0,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-160,5L,5L,Aluno-160,,17.0,Feminino,2021,Privada - Programa de Apadrinhamento,6.855108333266668,Agata,,,,3.0,8.334,7.416666666666667,6.26,5.666666666666667,7.723333333,5.0,,3.0,5.5,8.5,,,Fase 6 (2° EM),-1,,,,2024,7.34375,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-161,5L,5L,Aluno-161,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,7.258445588333334,Ametista,,,,3.0,8.751,7.965686274666666,6.26,4.0,7.836666667,10.0,,5.0,7.0,0.0,,,Fase 5 (1° EM),0,,,,2024,7.96875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1614,5L,5L,Aluno-1614,,16.0,Masculino,2024,Pública,6.787898989933334,Agata,,,,3.0,7.5,6.574494949666668,7.51,6.5,7.11,5.0,,5.0,5.5,9.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-164,5L,5L,Aluno-164,,17.0,Masculino,2021,Privada,6.837125731066667,Agata,,,,3.0,9.585,8.084795321666666,6.26,5.666666666666667,6.886666667,5.0,,6.0,2.0,9.0,,,Fase 7 (3° EM),-2,,,,2024,6.25,Colégio Nogueira e Sonho de Criança,Cursando,Completo,5.0
RA-165,5L,5L,Aluno-165,,16.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.4627502436,Topázio,,,,3.0,7.5,9.431042884999998,7.51,8.5,7.893333333,10.0,,10.0,7.5,8.0,,,Fase 5 (1° EM),0,,,,2024,7.96875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1615,5M,5M,Aluno-1615,,15.0,Feminino,2024,Pública,8.417533333333333,Topázio,,,,4.0,7.917,9.833333333333334,7.51,8.333333333333334,7.4575,10.0,,8.0,7.0,10.0,,,Fase 5 (1° EM),0,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-1616,5M,5M,Aluno-1616,,17.0,Feminino,2024,Pública,7.147738235266668,Ametista,,,,4.0,8.334,8.436274509666667,7.51,6.166666666666667,7.12,5.0,,5.5,6.5,6.5,,,Fase 6 (2° EM),-1,,,,2024,7.1875,Estuda em outra cidade,Cursando,Completo,5.0
RA-271,5M,5M,Aluno-271,,17.0,Feminino,2022,Pública,7.400633333333334,Ametista,,,,4.0,9.168,8.958333333333334,6.26,7.333333333333333,6.7475,5.0,,5.0,7.5,9.5,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-316,5M,5M,Aluno-316,,15.0,Feminino,2022,Privada - Programa de Apadrinhamento,8.708925,Topázio,,,,4.0,9.168,10.0,7.51,8.0,8.3775,10.0,,8.5,7.0,8.5,,,Fase 5 (1° EM),0,,,,2024,7.65625,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-286,5M,5M,Aluno-286,,16.0,Feminino,2022,Pública,5.123180882333333,Quartzo,,,,4.0,6.666,4.031862745000001,6.26,3.1666666666666665,5.7825,5.0,,5.0,0.0,4.5,,,Fase 6 (2° EM),-1,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-320,5M,5M,Aluno-320,,15.0,Feminino,2022,Privada - Programa de Apadrinhamento,8.442258333333335,Topázio,,,,4.0,9.168,10.0,7.51,6.666666666666667,8.3775,10.0,,7.5,5.5,7.0,,,Fase 5 (1° EM),0,,,,2024,7.65625,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1207,5M,5M,Aluno-1207,,16.0,Feminino,2023,Pública,6.509169736866667,Agata,,,,4.0,8.334,6.581140350999999,7.51,5.333333333333333,6.5375,5.0,,4.5,1.5,10.0,,,Fase 6 (2° EM),-1,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-1617,5M,5M,Aluno-1617,,16.0,Feminino,2024,Pública,4.926285714266666,Quartzo,,,,4.0,0.0,5.571428571333333,7.51,3.25,6.1175,5.0,,0.5,6.0,,,,Fase 6 (2° EM),-1,,,,2024,6.875,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-158,5M,5M,Aluno-158,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,6.855159259266667,Agata,,,,4.0,8.334,7.796296296333334,6.26,4.0,6.745,10.0,,2.5,1.5,8.0,,,Fase 5 (1° EM),0,,,,2024,6.875,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-306,5M,5M,Aluno-306,,16.0,Feminino,2021,Pública,6.1661539474,Agata,,,,4.0,7.917,7.699561403666666,7.51,2.8333333333333335,6.4125,5.0,,3.5,1.5,3.5,,,Fase 6 (2° EM),-1,,,,2024,7.34375,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-1618,5M,5M,Aluno-1618,,17.0,Masculino,2024,Pública,7.0487660130666665,Ametista,,,,4.0,8.334,7.908496732000001,7.51,6.333333333333333,6.83,5.0,,5.0,7.0,7.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-308,5M,5M,Aluno-308,,15.0,Masculino,2021,Pública,7.489282456133334,Ametista,,,,4.0,7.083,8.714912280666667,5.635,6.5,7.1225,10.0,,5.5,7.0,7.0,,,Fase 4 (9° ano),1,,,,2024,7.5,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
RA-1619,5M,5M,Aluno-1619,,15.0,Masculino,2024,Pública,7.393951851866667,Ametista,,,,4.0,7.501,9.259259259333334,7.51,4.25,7.205,10.0,,4.0,4.5,,,,Fase 4 (9° ano),1,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-299,5N,5N,Aluno-299,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.177186956533333,Topázio,,,,3.0,8.751,8.963768115999999,6.26,8.166666666666666,7.5,10.0,,8.0,7.5,9.0,,,Fase 4 (9° ano),1,,,,2024,7.5,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-251,5N,5N,Aluno-251,,16.0,Masculino,2021,Pública,6.7135006212,Agata,,,,3.0,8.751,8.612836439,5.63,4.5,7.326666667,5.0,,4.0,2.5,7.0,,,Fase 6 (2° EM),-1,,,,2024,6.875,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-157,5N,5N,Aluno-157,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.950566666733334,Topázio,,,,3.0,8.334,10.0,6.26,9.666666666666666,8.726666667,10.0,,10.0,9.0,10.0,,,Fase 4 (9° ano),1,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1620,5N,5N,Aluno-1620,,16.0,Masculino,2024,Pública,6.652766666666667,Agata,,,,3.0,8.751,6.666666666666667,7.51,5.166666666666667,7.05,5.0,,5.5,7.0,3.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-321,5N,5N,Aluno-321,,14.0,Feminino,2022,Pública,8.125807932933334,Topázio,,,,3.0,7.917,9.534706331,6.26,7.166666666666667,7.776666667,10.0,,6.0,6.0,9.5,,,Fase 4 (9° ano),1,,,,2024,8.125,EE Donizetti Aparecido Leite Professor,Cursando,Completo,5.0
RA-1195,5N,5N,Aluno-1195,,18.0,Feminino,2022,Pública,7.5085144926666665,Ametista,,,,3.0,9.585,9.855072463666666,5.63,6.166666666666667,7.663333333,5.0,,8.0,5.0,5.5,,,Fase 7 (3° EM),-2,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-1200,5N,5N,Aluno-1200,,16.0,Feminino,2023,Pública,5.6415838956,Quartzo,,,,3.0,7.917,7.099419478000001,6.26,1.5,6.27,5.0,,0.0,4.5,0.0,,,Fase 6 (2° EM),-1,,,,2024,7.5,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-278,5N,5N,Aluno-278,,14.0,Masculino,2021,Privada - Programa de Apadrinhamento,8.907314492800001,Topázio,,,,3.0,9.168,9.855072463666666,7.51,9.333333333333334,7.946666667,10.0,,9.0,9.0,10.0,,,Fase 4 (9° ano),1,,,,2024,8.125,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-85,5N,5N,Aluno-85,,17.0,Masculino,2022,Pública,6.999509385733333,Agata,,,,3.0,8.334,8.668046928999999,3.755,7.666666666666667,6.993333333,5.0,,9.0,4.5,9.5,,,Fase 7 (3° EM),-2,,,,2024,6.25,EE Maria André Schunck Dona,Cursando,Completo,5.0
RA-279,5N,5N,Aluno-279,,15.0,Masculino,2021,Privada - Programa de Apadrinhamento,9.113133333366667,Topázio,,,,3.0,9.168,10.0,7.51,9.333333333333334,8.726666667,10.0,,10.0,8.0,10.0,,,Fase 4 (9° ano),1,,,,2024,8.333333333,Colégio Arco Íris Evolução,Cursando,Completo,5.0
RA-1621,5N,5N,Aluno-1621,,17.0,Feminino,2024,Pública,8.107033333366667,Topázio,,,,3.0,7.917,10.0,6.26,8.333333333333334,8.446666667,5.0,,7.5,7.5,10.0,,,Fase 6 (2° EM),-1,,,,2024,8.333333333,EE Leonice de Aquino Oliveira,Cursando,Completo,5.0
